event_family,official_event_timestamp_utc,official_release_date,official_source_agency,original_unmatched_reason,classification,detail,cached_file,cached_file_exists,cached_total_rows,cached_us_rows,expected_pinned_report_ids,same_day_us_report_ids,same_day_us_event_names,pinned_report_rows,accepted_candidate_rows,rejected_pinned_rows,pinned_row_detail
CPI,2010-06-17T07:30:00-05:00,2010-06-17,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-06-17.json,1,0,0,699,,,0,0,0,
FOMC,2010-06-23T13:15:00-05:00,2010-06-23,FEDERAL_RESERVE,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-06-23.json,1,0,0,82,,,0,0,0,
DURABLE_GOODS,2010-06-24T07:30:00-05:00,2010-06-24,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-06-24.json,1,0,0,59,,,0,0,0,
GDP,2010-06-25T07:30:00-05:00,2010-06-25,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-06-25.json,1,0,0,690,,,0,0,0,
PCE,2010-06-28T07:30:00-05:00,2010-06-28,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-06-28.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2010-07-02T07:30:00-05:00,2010-07-02,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-02.json,1,0,0,707,,,0,0,0,
JOLTS,2010-07-13T09:00:00-05:00,2010-07-13,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-13.json,1,0,0,1371,,,0,0,0,
RETAIL_SALES,2010-07-14T07:30:00-05:00,2010-07-14,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-14.json,1,0,0,696,,,0,0,0,
PPI,2010-07-15T07:30:00-05:00,2010-07-15,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-15.json,1,0,0,703,,,0,0,0,
CPI,2010-07-16T07:30:00-05:00,2010-07-16,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-16.json,1,0,0,699,,,0,0,0,
DURABLE_GOODS,2010-07-28T07:30:00-05:00,2010-07-28,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-28.json,1,0,0,59,,,0,0,0,
GDP,2010-07-30T07:30:00-05:00,2010-07-30,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-07-30.json,1,0,0,690,,,0,0,0,
PCE,2010-08-03T07:30:00-05:00,2010-08-03,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-03.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2010-08-06T07:30:00-05:00,2010-08-06,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-06.json,1,0,0,707,,,0,0,0,
FOMC,2010-08-10T13:15:00-05:00,2010-08-10,FEDERAL_RESERVE,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-10.json,1,0,0,82,,,0,0,0,
JOLTS,2010-08-11T09:00:00-05:00,2010-08-11,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-11.json,1,0,0,1371,,,0,0,0,
CPI,2010-08-13T07:30:00-05:00,2010-08-13,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-13.json,1,0,0,699,,,0,0,0,
RETAIL_SALES,2010-08-13T07:30:00-05:00,2010-08-13,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-13.json,1,0,0,696,,,0,0,0,
PPI,2010-08-17T07:30:00-05:00,2010-08-17,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-17.json,1,0,0,703,,,0,0,0,
DURABLE_GOODS,2010-08-25T07:30:00-05:00,2010-08-25,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-25.json,1,0,0,59,,,0,0,0,
GDP,2010-08-27T07:30:00-05:00,2010-08-27,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-27.json,1,0,0,690,,,0,0,0,
PCE,2010-08-30T07:30:00-05:00,2010-08-30,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-08-30.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2010-09-03T07:30:00-05:00,2010-09-03,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-09-03.json,1,0,0,707,,,0,0,0,
JOLTS,2010-09-08T09:00:00-05:00,2010-09-08,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-09-08.json,1,0,0,1371,,,0,0,0,
RETAIL_SALES,2010-09-14T07:30:00-05:00,2010-09-14,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-09-14.json,1,0,0,696,,,0,0,0,
PPI,2010-09-16T07:30:00-05:00,2010-09-16,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-09-16.json,1,0,0,703,,,0,0,0,
CPI,2010-09-17T07:30:00-05:00,2010-09-17,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2010-09-17.json,1,0,0,699,,,0,0,0,
